Freq (GHz), S11 Mag (dB), S11 Phase (deg), S12 Mag (dB), S12 Phase (deg), S21 Mag (dB), S21 Phase (deg), S22 Mag (dB), S22 Phase (deg)
2.204029850746267893e+00,-1.390820000000000078e+01,2.760838999999999999e+01,-7.914062999999999626e+00,1.189453000000000031e+02,-7.902099999999999902e+00,9.537888999999999839e+01,-9.435059000000000751e+00,4.061522999999999683e+01
2.213980099502486976e+00,-1.476122999999999941e+01,1.716613999999999918e-01,-7.727539000000000158e+00,1.031914000000000016e+02,-7.680907999999999625e+00,7.987108999999999526e+01,-9.826660000000000394e+00,3.420116999999999763e+01
2.223930348258706058e+00,-1.547461000000000020e+01,-2.879589999999999961e+01,-7.495360999999999940e+00,8.775781999999999528e+01,-7.549071999999999782e+00,6.421093000000000472e+01,-1.011181999999999981e+01,2.813672000000000040e+01
2.233880597014925140e+00,-1.590185999999999922e+01,-5.769530999999999921e+01,-7.372803000000000218e+00,7.189843000000000472e+01,-7.443359000000000059e+00,4.859960999999999842e+01,-1.045020000000000060e+01,2.235547000000000040e+01
2.243830845771144222e+00,-1.618945000000000078e+01,-8.725780000000000314e+01,-7.254150000000000098e+00,5.606445000000000078e+01,-7.327637000000000178e+00,3.286133000000000237e+01,-1.073779000000000039e+01,1.748827999999999960e+01
2.253781094527363305e+00,-1.630370999999999881e+01,-1.155703000000000031e+02,-7.164306999999999981e+00,4.023438000000000159e+01,-7.309569999999999901e+00,1.732811999999999841e+01,-1.088770000000000060e+01,1.235547000000000040e+01
2.263731343283582387e+00,-1.637207000000000079e+01,-1.432890999999999906e+02,-7.117919999999999803e+00,2.476855000000000118e+01,-7.242676000000000336e+00,1.841552999999999995e+00,-1.101416000000000039e+01,7.327880999999999645e+00
2.273681592039801469e+00,-1.639061999999999841e+01,-1.702109000000000094e+02,-7.064453000000000316e+00,8.839843999999999369e+00,-7.191650000000000098e+00,-1.347753999999999941e+01,-1.097803000000000040e+01,1.858031999999999906e+00
2.283631840796020551e+00,-1.643846999999999881e+01,1.632812999999999874e+02,-7.055907999999999625e+00,-6.633056999999999981e+00,-7.125976999999999784e+00,-2.883594000000000079e+01,-1.086035000000000039e+01,-4.345214999999999606e+00
2.293582089552239633e+00,-1.640917999999999921e+01,1.369765999999999906e+02,-7.067626999999999882e+00,-2.214061999999999841e+01,-7.090576000000000434e+00,-4.394530999999999921e+01,-1.079199000000000019e+01,-1.083252000000000059e+01
2.303532338308458716e+00,-1.643065999999999960e+01,1.112852000000000032e+02,-7.061523000000000216e+00,-3.719727000000000317e+01,-7.062987999999999822e+00,-5.912109000000000236e+01,-1.065038999999999980e+01,-1.803417999999999921e+01
2.313482587064677798e+00,-1.633983999999999881e+01,8.567968000000000472e+01,-7.085205000000000197e+00,-5.223633000000000237e+01,-7.073974999999999902e+00,-7.424608999999999526e+01,-1.069092000000000020e+01,-2.620799999999999841e+01
2.323432835820896880e+00,-1.616504000000000119e+01,6.131640000000000157e+01,-7.076171999999999684e+00,-6.734765000000000157e+01,-6.999023000000000216e+00,-8.899218000000000472e+01,-1.067089999999999961e+01,-3.408008000000000237e+01
2.333383084577115962e+00,-1.595898000000000039e+01,3.720116999999999763e+01,-7.081787000000000276e+00,-8.190623999999999683e+01,-6.973633000000000415e+00,-1.039569999999999936e+02,-1.074121000000000059e+01,-4.293164000000000158e+01
2.343333333333335045e+00,-1.573925999999999981e+01,1.439452999999999960e+01,-7.002930000000000099e+00,-9.638281000000000631e+01,-6.962401999999999980e+00,-1.192500000000000000e+02,-1.092089999999999961e+01,-5.088475999999999999e+01
2.353283582089554127e+00,-1.554931999999999981e+01,-7.461181999999999981e+00,-6.942139000000000060e+00,-1.116680000000000064e+02,-6.884276999999999980e+00,-1.340078000000000031e+02,-1.107422000000000040e+01,-5.955272999999999683e+01
2.363233830845773209e+00,-1.538476999999999961e+01,-2.831640000000000157e+01,-6.898681999999999981e+00,-1.260468999999999937e+02,-6.821776999999999980e+00,-1.485000000000000000e+02,-1.137500000000000000e+01,-6.719531000000000631e+01
2.373184079601992291e+00,-1.533887000000000000e+01,-4.831835999999999842e+01,-6.843262000000000178e+00,-1.410625000000000000e+02,-6.749023000000000216e+00,-1.634453000000000031e+02,-1.166113000000000000e+01,-7.528515000000000157e+01
2.383134328358211373e+00,-1.532520000000000060e+01,-6.797265000000000157e+01,-6.794433999999999862e+00,-1.560546999999999969e+02,-6.678223000000000020e+00,-1.783515999999999906e+02,-1.183202999999999960e+01,-8.259766000000000474e+01
2.393084577114430456e+00,-1.545360999999999940e+01,-8.637109999999999843e+01,-6.722655999999999743e+00,-1.710625000000000000e+02,-6.604003999999999763e+00,1.667421999999999969e+02,-1.201270000000000060e+01,-8.976954000000000633e+01
2.403034825870649538e+00,-1.565625000000000000e+01,-1.052225999999999999e+02,-6.657958999999999961e+00,1.739218999999999937e+02,-6.532714999999999606e+00,1.515234000000000094e+02,-1.210791000000000039e+01,-9.689453000000000316e+01
2.412985074626868620e+00,-1.598291000000000039e+01,-1.236718999999999937e+02,-6.636230000000000295e+00,1.588281000000000063e+02,-6.454346000000000139e+00,1.364609000000000094e+02,-1.219872999999999941e+01,-1.043632999999999953e+02
2.422935323383087702e+00,-1.641113000000000000e+01,-1.419609000000000094e+02,-6.622803000000000218e+00,1.439062000000000126e+02,-6.438232000000000177e+00,1.211328000000000031e+02,-1.219824000000000019e+01,-1.121757999999999953e+02
2.432885572139306785e+00,-1.698436999999999841e+01,-1.606875000000000000e+02,-6.562255999999999645e+00,1.286718999999999937e+02,-6.366698999999999664e+00,1.061561999999999983e+02,-1.229687999999999981e+01,-1.207733999999999952e+02
2.442835820895525867e+00,-1.761426000000000158e+01,1.799531000000000063e+02,-6.556396000000000335e+00,1.139141000000000048e+02,-6.362792999999999921e+00,9.110545999999999367e+01,-1.234473000000000020e+01,-1.296796999999999969e+02
2.452786069651744949e+00,-1.828417999999999921e+01,1.596328000000000031e+02,-6.482178000000000218e+00,9.889451999999999998e+01,-6.347412000000000276e+00,7.583201999999999998e+01,-1.251806999999999981e+01,-1.384139999999999873e+02
2.462736318407964031e+00,-1.903320000000000078e+01,1.380937999999999874e+02,-6.433105000000000295e+00,8.428905000000000314e+01,-6.348876999999999882e+00,6.098633000000000237e+01,-1.275145999999999979e+01,-1.474921999999999969e+02
2.472686567164183113e+00,-1.969629000000000119e+01,1.147343999999999937e+02,-6.432616999999999585e+00,6.889843000000000472e+01,-6.290282999999999625e+00,4.590039000000000158e+01,-1.306006000000000000e+01,-1.562890999999999906e+02
2.482636815920402196e+00,-2.020606000000000080e+01,8.998046999999999684e+01,-6.395751999999999882e+00,5.418162999999999840e+01,-6.260985999999999940e+00,3.098632999999999882e+01,-1.348535000000000039e+01,-1.647578000000000031e+02
2.492587064676621278e+00,-2.056054999999999922e+01,6.393164000000000158e+01,-6.335937999999999626e+00,3.902147999999999683e+01,-6.276855000000000295e+00,1.607225999999999999e+01,-1.394092000000000020e+01,-1.723750000000000000e+02
2.502537313432840360e+00,-2.054980000000000118e+01,3.708984000000000236e+01,-6.257323999999999664e+00,2.384667999999999921e+01,-6.246826000000000434e+00,1.304626000000000063e+00,-1.440770999999999979e+01,-1.792421999999999969e+02
2.512487562189059442e+00,-2.033007999999999882e+01,9.978027000000000868e+00,-6.257323999999999664e+00,8.906738000000000710e+00,-6.186035000000000394e+00,-1.360253999999999941e+01,-1.485009999999999941e+01,1.753984000000000094e+02
2.522437810945278525e+00,-1.992870999999999881e+01,-1.649608999999999881e+01,-6.237060999999999744e+00,-6.458739999999999704e+00,-6.172851999999999784e+00,-2.872167999999999921e+01,-1.511865000000000059e+01,1.706875000000000000e+02
2.532388059701497607e+00,-1.946679999999999922e+01,-4.192578000000000316e+01,-6.262207000000000079e+00,-2.156152000000000157e+01,-6.153808999999999862e+00,-4.371875000000000000e+01,-1.523291000000000039e+01,1.663359000000000094e+02
2.542338308457716689e+00,-1.905176000000000158e+01,-6.705078000000000316e+01,-6.268066000000000138e+00,-3.638671999999999684e+01,-6.137939000000000256e+00,-5.874217999999999762e+01,-1.513916000000000039e+01,1.618750000000000000e+02
2.552288557213935771e+00,-1.869530999999999921e+01,-9.160156000000000631e+01,-6.302489999999999704e+00,-5.178123999999999683e+01,-6.142821999999999782e+00,-7.375000000000000000e+01,-1.489893000000000001e+01,1.568203000000000031e+02
2.562238805970154853e+00,-1.848926000000000158e+01,-1.162772999999999968e+02,-6.316405999999999743e+00,-6.682811999999999841e+01,-6.169678000000000218e+00,-8.866795999999999367e+01,-1.460645000000000060e+01,1.506875000000000000e+02
2.572189054726373936e+00,-1.830370999999999881e+01,-1.409687999999999874e+02,-6.349364999999999704e+00,-8.142968999999999369e+01,-6.248046999999999684e+00,-1.037031000000000063e+02,-1.432958999999999961e+01,1.437656000000000063e+02
2.582139303482593018e+00,-1.827245999999999881e+01,-1.659687999999999874e+02,-6.419678000000000218e+00,-9.598826999999999998e+01,-6.278076000000000434e+00,-1.185117000000000047e+02,-1.412451000000000079e+01,1.362343999999999937e+02
2.592089552238812100e+00,-1.816015000000000157e+01,1.685312999999999874e+02,-6.498535000000000394e+00,-1.106914000000000016e+02,-6.311278999999999861e+00,-1.330468999999999937e+02,-1.396094000000000079e+01,1.283281000000000063e+02
2.602039800995031182e+00,-1.803222999999999843e+01,1.427812999999999874e+02,-6.508544999999999803e+00,-1.252656000000000063e+02,-6.335693000000000019e+00,-1.476484000000000094e+02,-1.390479000000000021e+01,1.201953000000000031e+02
2.611990049751250265e+00,-1.775683000000000078e+01,1.170313000000000017e+02,-6.528076000000000434e+00,-1.395781000000000063e+02,-6.288330000000000197e+00,-1.620468999999999937e+02,-1.391309000000000040e+01,1.126992000000000047e+02
2.621940298507469347e+00,-1.743164000000000158e+01,9.225388999999999839e+01,-6.508789000000000158e+00,-1.540156000000000063e+02,-6.323241999999999585e+00,-1.764531000000000063e+02,-1.398975000000000080e+01,1.050117000000000047e+02
2.631890547263688429e+00,-1.691601999999999961e+01,6.714843999999999369e+01,-6.468994000000000355e+00,-1.684921999999999969e+02,-6.265869000000000355e+00,1.690703000000000031e+02,-1.410937999999999981e+01,9.824998999999999683e+01
2.641840796019907511e+00,-1.651660000000000039e+01,4.402734000000000236e+01,-6.452637000000000178e+00,1.769453000000000031e+02,-6.229003999999999763e+00,1.543203000000000031e+02,-1.414404000000000039e+01,9.117188000000000159e+01
2.651791044776126594e+00,-1.605664000000000158e+01,2.143065999999999960e+01,-6.412598000000000020e+00,1.622734000000000094e+02,-6.194092000000000375e+00,1.398281000000000063e+02,-1.414600000000000080e+01,8.487108000000000629e+01
2.661741293532345676e+00,-1.572606999999999999e+01,-9.613037000000000665e-02,-6.394287000000000276e+00,1.476093999999999937e+02,-6.151123000000000118e+00,1.249686999999999983e+02,-1.409911999999999921e+01,7.869531000000000631e+01
2.671691542288564758e+00,-1.550145999999999979e+01,-2.047655999999999921e+01,-6.375244000000000355e+00,1.328828000000000031e+02,-6.114989999999999704e+00,1.102578000000000031e+02,-1.398193000000000019e+01,7.217968000000000472e+01
2.681641791044783840e+00,-1.543604000000000021e+01,-4.008789000000000158e+01,-6.316894999999999705e+00,1.182539000000000016e+02,-6.126221000000000139e+00,9.549998999999999683e+01,-1.387500000000000000e+01,6.492968999999999369e+01
2.691592039801002922e+00,-1.554395000000000060e+01,-5.885546999999999684e+01,-6.355712999999999724e+00,1.039725999999999999e+02,-6.101806999999999981e+00,8.091796999999999684e+01,-1.376514000000000060e+01,5.748631999999999920e+01
2.701542288557222005e+00,-1.580762000000000000e+01,-7.672656000000000631e+01,-6.298096000000000139e+00,8.966015000000000157e+01,-6.102051000000000336e+00,6.628123999999999683e+01,-1.362548999999999921e+01,4.925975999999999999e+01
2.711492537313441087e+00,-1.623926000000000158e+01,-9.403906000000000631e+01,-6.260498000000000118e+00,7.455468000000000472e+01,-6.073974999999999902e+00,5.163280000000000314e+01,-1.356786999999999921e+01,4.005664000000000158e+01
2.721442786069660169e+00,-1.681835999999999842e+01,-1.109453000000000031e+02,-6.244140999999999941e+00,6.037109000000000236e+01,-6.017821999999999782e+00,3.648828000000000316e+01,-1.369238000000000000e+01,3.094922000000000040e+01
2.731393034825879251e+00,-1.755176000000000158e+01,-1.272733999999999952e+02,-6.155762000000000178e+00,4.556640999999999764e+01,-6.031494000000000355e+00,2.222070000000000078e+01,-1.387792999999999921e+01,2.117285000000000039e+01
2.741343283582098334e+00,-1.845898000000000039e+01,-1.439531000000000063e+02,-6.075439000000000256e+00,3.063867000000000118e+01,-5.916748000000000118e+00,7.656005999999999645e+00,-1.421435999999999922e+01,1.186913999999999980e+01
2.751293532338317416e+00,-1.951367000000000118e+01,-1.603984000000000094e+02,-6.030762000000000178e+00,1.612988000000000000e+01,-5.882568000000000019e+00,-7.113769999999999705e+00,-1.472461000000000020e+01,2.529541000000000039e+00
2.761243781094536498e+00,-2.072754000000000119e+01,-1.776484000000000094e+02,-5.969971000000000139e+00,1.087645999999999891e+00,-5.851318000000000019e+00,-2.200780999999999921e+01,-1.538378999999999941e+01,-6.273193000000000019e+00
2.771194029850755580e+00,-2.211524000000000001e+01,1.640937999999999874e+02,-5.940673999999999566e+00,-1.378270999999999979e+01,-5.805419999999999803e+00,-3.676953000000000316e+01,-1.613476999999999961e+01,-1.402685999999999922e+01
2.781144278606974662e+00,-2.363183000000000078e+01,1.438593999999999937e+02,-5.924071999999999782e+00,-2.864745999999999881e+01,-5.753905999999999743e+00,-5.177147999999999683e+01,-1.698632999999999882e+01,-2.022754000000000119e+01
2.791094527363193745e+00,-2.525195000000000078e+01,1.203164000000000016e+02,-5.934082000000000079e+00,-4.370897999999999683e+01,-5.683105000000000295e+00,-6.667578000000000316e+01,-1.784960999999999842e+01,-2.486815999999999960e+01
2.801044776119412827e+00,-2.656641000000000119e+01,9.231248999999999683e+01,-5.825683999999999862e+00,-5.863085999999999842e+01,-5.703857000000000177e+00,-8.169921999999999684e+01,-1.851464999999999961e+01,-2.832030999999999921e+01
2.810995024875631909e+00,-2.716893999999999920e+01,6.006054000000000315e+01,-5.872558999999999862e+00,-7.380858999999999526e+01,-5.680176000000000336e+00,-9.688670999999999367e+01,-1.892773000000000039e+01,-3.063183000000000078e+01
2.820945273631850991e+00,-2.688964999999999961e+01,2.705858999999999881e+01,-5.832030999999999743e+00,-8.869920999999999367e+01,-5.713135000000000296e+00,-1.114531000000000063e+02,-1.907422000000000040e+01,-3.331640000000000157e+01
2.830895522388070074e+00,-2.583105000000000118e+01,-2.043457000000000079e+00,-5.873535000000000394e+00,-1.031250000000000000e+02,-5.663330000000000197e+00,-1.267850999999999999e+02,-1.900879000000000119e+01,-3.726366999999999763e+01
2.840845771144289156e+00,-2.460350999999999999e+01,-2.700195000000000078e+01,-5.812012000000000178e+00,-1.186250000000000000e+02,-5.694580000000000197e+00,-1.414531000000000063e+02,-1.886719000000000079e+01,-4.272850999999999999e+01
2.850796019900508238e+00,-2.338672000000000040e+01,-4.863280999999999921e+01,-5.866210999999999842e+00,-1.333203000000000031e+02,-5.686278999999999861e+00,-1.564218999999999937e+02,-1.874707000000000079e+01,-4.984765000000000157e+01
2.860746268656727320e+00,-2.243457000000000079e+01,-6.807031000000000631e+01,-5.887694999999999901e+00,-1.481328000000000031e+02,-5.717773000000000216e+00,-1.711093999999999937e+02,-1.872070000000000078e+01,-5.835546000000000078e+01
2.870696517412946402e+00,-2.173926000000000158e+01,-8.654296999999999684e+01,-5.876708999999999961e+00,-1.627500000000000000e+02,-5.655517999999999823e+00,1.738984000000000094e+02,-1.886914000000000158e+01,-6.726170999999999367e+01
2.880646766169165485e+00,-2.133399000000000001e+01,-1.041289000000000016e+02,-5.887451000000000434e+00,-1.775390999999999906e+02,-5.722655999999999743e+00,1.593984000000000094e+02,-1.920605000000000118e+01,-7.727733999999999526e+01
2.890597014925384567e+00,-2.114745999999999881e+01,-1.209375000000000000e+02,-5.862548999999999566e+00,1.677890999999999906e+02,-5.713866999999999585e+00,1.445781000000000063e+02,-1.972655999999999921e+01,-8.730078000000000316e+01
2.900547263681603649e+00,-2.127832000000000079e+01,-1.371406000000000063e+02,-5.854735999999999940e+00,1.530468999999999937e+02,-5.718994000000000355e+00,1.298281000000000063e+02,-2.042674999999999841e+01,-9.700390000000000157e+01
2.910497512437822731e+00,-2.165527000000000157e+01,-1.531562999999999874e+02,-5.839355000000000295e+00,1.381796999999999969e+02,-5.667235999999999940e+00,1.148983999999999952e+02,-2.135058000000000078e+01,-1.070546999999999969e+02
2.920447761194041814e+00,-2.227637000000000000e+01,-1.688046999999999969e+02,-5.817626999999999882e+00,1.235233999999999952e+02,-5.635741999999999585e+00,1.005156000000000063e+02,-2.247460999999999842e+01,-1.160625000000000000e+02
2.930398009950260896e+00,-2.325390000000000157e+01,1.770078000000000031e+02,-5.817139000000000060e+00,1.088358999999999952e+02,-5.676758000000000415e+00,8.553125000000000000e+01,-2.387402000000000157e+01,-1.247656000000000063e+02
2.940348258706479978e+00,-2.456054999999999922e+01,1.637812000000000126e+02,-5.810546999999999684e+00,9.364843000000000472e+01,-5.647948999999999664e+00,7.037108999999999526e+01,-2.550780999999999921e+01,-1.322812999999999874e+02
2.950298507462699060e+00,-2.620410000000000039e+01,1.529218999999999937e+02,-5.730712999999999724e+00,7.886718999999999369e+01,-5.632080000000000197e+00,5.559179000000000315e+01,-2.750195000000000078e+01,-1.381171999999999969e+02
2.960248756218918142e+00,-2.812012000000000000e+01,1.465937000000000126e+02,-5.802734000000000059e+00,6.399414000000000158e+01,-5.573730000000000295e+00,4.081054999999999922e+01,-3.000585999999999842e+01,-1.413984000000000094e+02
2.970199004975137225e+00,-2.990722999999999843e+01,1.467031000000000063e+02,-5.760985999999999940e+00,4.912498999999999683e+01,-5.615234000000000059e+00,2.573338999999999999e+01,-3.301758000000000237e+01,-1.389687999999999874e+02
2.980149253731356307e+00,-3.053613000000000000e+01,1.530078000000000031e+02,-5.722412000000000276e+00,3.408594000000000079e+01,-5.622069999999999901e+00,1.103809000000000040e+01,-3.680859000000000236e+01,-1.216328000000000031e+02
2.990099502487575389e+00,-2.959667999999999921e+01,1.570546999999999969e+02,-5.741455000000000197e+00,1.902344000000000079e+01,-5.589355000000000295e+00,-4.251708999999999961e+00,-3.721679999999999922e+01,-8.496873999999999683e+01
3.000049751243794471e+00,-2.793750000000000000e+01,1.534764999999999873e+02,-5.741698999999999664e+00,4.133544999999999803e+00,-5.621582000000000079e+00,-1.913085999999999842e+01,-3.370703000000000316e+01,-6.188085999999999842e+01
