Freq (Hz), Test Phi (deg), Test Theta (deg), Probe Phi (deg), S11 (db), S11 (deg), S12 (db), S12 (deg), S21 (db), S21 (deg), S22 (db), S22 (deg)
2.403200000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.499071999999999960e+01,7.790233999999999526e+01,-6.813721000000000139e+00,-1.470703000000000031e+02,-6.395508000000000415e+00,-1.660625000000000000e+02,-1.865429999999999922e+01,1.315156000000000063e+02
2.415500000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.459032999999999980e+01,3.413475999999999999e+01,-6.671142999999999823e+00,1.412187999999999874e+02,-6.298339999999999606e+00,1.220742000000000047e+02,-1.719530999999999921e+01,2.678808000000000078e+01
2.427800000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.477538999999999980e+01,2.452637000000000178e+00,-6.613037000000000276e+00,6.766406000000000631e+01,-6.148926000000000336e+00,4.817383000000000237e+01,-1.702832000000000079e+01,-7.049998999999999683e+01
2.440100000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.404297000000000040e+01,-3.652734000000000236e+01,-6.697021000000000335e+00,-4.457764000000000060e+00,-6.216308999999999862e+00,-2.421190999999999960e+01,-1.766309000000000040e+01,-1.667890999999999906e+02
2.452400000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.626561999999999841e+01,-8.103516000000000474e+01,-6.409667999999999921e+00,-7.577343000000000472e+01,-6.114746000000000237e+00,-9.528515000000000157e+01,-1.906934000000000040e+01,9.635936999999999841e+01
2.464700000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-2.054785000000000039e+01,-1.037656000000000063e+02,-6.265380999999999645e+00,-1.490234000000000094e+02,-5.915771000000000335e+00,-1.684375000000000000e+02,-2.352051000000000158e+01,-7.098633000000000415e+00
2.477000000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-2.309375000000000000e+01,-1.284218999999999937e+02,-6.168212999999999724e+00,1.375937000000000126e+02,-5.854980000000000295e+00,1.182813000000000017e+02,-2.992382999999999882e+01,-1.342500000000000000e+02
2.489300000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-3.389647999999999683e+01,-1.404765999999999906e+02,-6.148193000000000019e+00,6.410156000000000631e+01,-5.837401999999999980e+00,4.506835999999999842e+01,-3.704883000000000237e+01,1.516484000000000094e+02
2.501600000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-2.665039000000000158e+01,-8.177733999999999526e+01,-6.121337999999999724e+00,-9.463378999999999763e+00,-5.804687999999999626e+00,-2.889355000000000118e+01,-2.784471999999999881e+01,1.706796999999999969e+02
2.513900000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-2.212695000000000078e+01,-1.237460999999999984e+02,-6.184814000000000256e+00,-8.281641000000000474e+01,-5.900390999999999941e+00,-1.022578000000000031e+02,-2.220313000000000159e+01,1.092147999999999968e+02
2.526200000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-2.129686999999999841e+01,-1.696953000000000031e+02,-6.261719000000000257e+00,-1.567500000000000000e+02,-5.961426000000000336e+00,-1.757578000000000031e+02,-2.236327999999999960e+01,2.929882999999999882e+01
2.538500000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-2.010643999999999920e+01,1.630546999999999969e+02,-6.375487999999999822e+00,1.279921999999999969e+02,-6.086181999999999981e+00,1.094569999999999936e+02,-2.227149000000000001e+01,-1.178710999999999984e+02
2.550800000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.507274999999999920e+01,1.235194999999999936e+02,-6.961914000000000158e+00,5.343750000000000000e+01,-6.563476999999999784e+00,3.470703000000000316e+01,-1.436327999999999960e+01,1.276093999999999937e+02
2.563100000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.203515999999999941e+01,7.062500000000000000e+01,-7.529785000000000394e+00,-1.840137000000000000e+01,-7.149414000000000158e+00,-3.702147999999999683e+01,-1.130469000000000079e+01,4.014256999999999920e+01
2.575400000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.110547000000000040e+01,2.480370999999999881e+01,-7.692626999999999882e+00,-8.976954000000000633e+01,-7.368651999999999980e+00,-1.087578000000000031e+02,-1.155419999999999980e+01,-5.215625000000000000e+01
2.587700000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.030762000000000000e+01,-1.069970999999999961e+01,-7.779296999999999684e+00,-1.638046999999999969e+02,-7.559569999999999901e+00,1.771406000000000063e+02,-1.237744000000000000e+01,-1.649062000000000126e+02
2.600000000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-9.161621000000000237e+00,-4.648633000000000237e+01,-8.363281000000000631e+00,1.210352000000000032e+02,-8.097656000000000631e+00,1.035585999999999984e+02,-1.127148000000000039e+01,7.825000000000000000e+01
2.612300000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-8.381347999999999132e+00,-8.436718000000000472e+01,-9.090332000000000079e+00,4.650780999999999921e+01,-8.601074000000000552e+00,2.872070000000000078e+01,-9.591796999999999684e+00,-2.935839999999999961e+01
2.624600000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-7.767821999999999782e+00,-1.249843999999999937e+02,-1.022803000000000040e+01,-2.681152000000000157e+01,-9.925781000000000631e+00,-4.559375000000000000e+01,-8.050781000000000631e+00,-1.332578000000000031e+02
2.636900000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-7.636962999999999724e+00,-1.683359000000000094e+02,-1.176464999999999961e+01,-9.371484999999999843e+01,-1.131884999999999941e+01,-1.118164000000000016e+02,-7.350585999999999842e+00,1.380937999999999874e+02
2.649200000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-7.837157999999999625e+00,1.486250000000000000e+02,-1.168018000000000001e+01,-1.575859000000000094e+02,-1.147265999999999941e+01,-1.758281000000000063e+02,-7.128905999999999743e+00,5.618359000000000236e+01
2.661500000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-7.707764000000000060e+00,1.077539000000000016e+02,-1.127637000000000000e+01,1.279022999999999968e+02,-1.096875000000000000e+01,1.124180000000000064e+02,-8.289063000000000514e+00,-4.750780999999999921e+01
2.673800000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-7.041260000000000296e+00,6.722656000000000631e+01,-1.237645999999999979e+01,5.172070000000000078e+01,-1.149560999999999922e+01,3.530859000000000236e+01,-8.559570000000000789e+00,-1.717578000000000031e+02
2.686100000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-6.430419999999999803e+00,2.477929999999999922e+01,-1.365038999999999980e+01,-1.709472999999999843e+01,-1.297803000000000040e+01,-3.721679999999999922e+01,-6.444335999999999842e+00,8.966796999999999684e+01
2.698400000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-6.297362999999999822e+00,-1.490038999999999980e+01,-1.459276999999999980e+01,-8.403906000000000631e+01,-1.418018000000000001e+01,-1.037578000000000031e+02,-5.976562999999999626e+00,4.024901999999999980e+00
2.710700000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-6.335205000000000197e+00,-5.094921000000000078e+01,-1.512792999999999921e+01,-1.491562000000000126e+02,-1.477538999999999980e+01,-1.685625000000000000e+02,-7.051758000000000415e+00,-8.773829000000000633e+01
2.723000000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-6.072753999999999763e+00,-8.634766000000000474e+01,-1.519189000000000078e+01,1.426484000000000094e+02,-1.504687999999999981e+01,1.246561999999999983e+02,-6.880126999999999882e+00,1.682734000000000094e+02
2.735300000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-5.823974999999999902e+00,-1.233358999999999952e+02,-1.568651999999999980e+01,7.339453000000000316e+01,-1.526318000000000019e+01,5.768748999999999683e+01,-6.207030999999999743e+00,7.148828000000000316e+01
2.747600000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-5.812012000000000178e+00,-1.632734000000000094e+02,-1.566503999999999941e+01,6.690673999999999566e+00,-1.501122999999999941e+01,-1.126660000000000039e+01,-6.727782999999999625e+00,-1.839061999999999841e+01
2.759900000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-6.199462999999999724e+00,1.565781000000000063e+02,-1.544189000000000078e+01,-6.793750000000000000e+01,-1.500439000000000078e+01,-8.578905000000000314e+01,-7.563721000000000139e+00,-1.299609000000000094e+02
2.772200000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-6.494140999999999941e+00,1.175664000000000016e+02,-1.680565999999999960e+01,-1.432421999999999969e+02,-1.627148000000000039e+01,-1.603359000000000094e+02,-6.820556999999999981e+00,1.131680000000000064e+02
2.784500000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-6.364989999999999704e+00,7.860545999999999367e+01,-1.816601999999999961e+01,1.516875000000000000e+02,-1.757030999999999921e+01,1.339531000000000063e+02,-5.943114999999999704e+00,2.286620999999999881e+01
2.796800000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-5.932860999999999940e+00,4.055272999999999683e+01,-1.838672000000000040e+01,8.546483999999999526e+01,-1.775195000000000078e+01,6.805078000000000316e+01,-6.253905999999999743e+00,-6.901561999999999841e+01
2.809100000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-5.501221000000000139e+00,2.668213000000000168e+00,-1.903809000000000040e+01,1.427929999999999922e+01,-1.817969000000000079e+01,-3.766967999999999872e+00,-6.997803000000000218e+00,-1.790546999999999969e+02
2.821400000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-5.158203000000000316e+00,-3.501366999999999763e+01,-2.027344000000000079e+01,-5.272070000000000078e+01,-1.961815999999999960e+01,-7.276953000000000316e+01,-5.848144999999999705e+00,7.970311999999999841e+01
2.833700000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-5.080321999999999782e+00,-7.198436999999999841e+01,-2.117188000000000159e+01,-1.158242000000000047e+02,-2.077245999999999881e+01,-1.349140999999999906e+02,-5.186767999999999823e+00,-1.746825999999999990e+00
2.846000000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-5.228760000000000296e+00,-1.079647999999999968e+02,-2.124218000000000117e+01,-1.775468999999999937e+02,-2.087108999999999881e+01,1.644375000000000000e+02,-5.641357000000000177e+00,-8.117968000000000472e+01
2.858300000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-5.386230000000000295e+00,-1.437421999999999969e+02,-2.065917999999999921e+01,1.157500000000000000e+02,-2.029004000000000119e+01,9.869530000000000314e+01,-6.708739999999999704e+00,-1.770468999999999937e+02
2.870600000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-5.427978999999999665e+00,1.795781000000000063e+02,-2.057811999999999841e+01,4.228905999999999921e+01,-2.005858999999999881e+01,2.690527000000000157e+01,-6.695312999999999626e+00,6.684765000000000157e+01
2.882900000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-5.337646000000000335e+00,1.417578000000000031e+02,-2.164745999999999881e+01,-2.914745999999999881e+01,-2.079297000000000040e+01,-4.600195000000000078e+01,-5.985839999999999606e+00,-3.974217999999999762e+01
2.895200000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-5.244873000000000118e+00,1.019453000000000031e+02,-2.276172000000000040e+01,-9.556641000000000474e+01,-2.200780999999999921e+01,-1.129414000000000016e+02,-5.819823999999999664e+00,-1.319921999999999969e+02
2.907500000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-5.228026999999999980e+00,6.258397999999999683e+01,-2.340332000000000079e+01,-1.576796999999999969e+02,-2.264160000000000039e+01,-1.751796999999999969e+02,-5.567871000000000237e+00,1.430312000000000126e+02
2.919800000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-5.296875000000000000e+00,2.424804999999999922e+01,-2.342968000000000117e+01,1.398359000000000094e+02,-2.260547000000000040e+01,1.215664000000000016e+02,-5.441162000000000276e+00,5.921484000000000236e+01
2.932100000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-5.272948999999999664e+00,-1.210839999999999961e+01,-2.300195000000000078e+01,7.410156000000000631e+01,-2.226367000000000118e+01,5.537109000000000236e+01,-6.175780999999999743e+00,-3.294530999999999921e+01
2.944400000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-5.128173999999999566e+00,-4.779491999999999763e+01,-2.263867000000000118e+01,3.383789000000000158e+00,-2.187891000000000119e+01,-1.537842000000000020e+01,-7.113769999999999705e+00,-1.460546999999999969e+02
2.956700000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-5.001464999999999606e+00,-8.280468000000000472e+01,-2.306250000000000000e+01,-6.885936999999999841e+01,-2.239061999999999841e+01,-8.835155000000000314e+01,-6.254394999999999705e+00,9.775391000000000474e+01
2.969000000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.878662000000000276e+00,-1.184608999999999952e+02,-2.399804999999999922e+01,-1.372812999999999874e+02,-2.357811999999999841e+01,-1.560389999999999873e+02,-5.634276999999999980e+00,1.461181999999999981e+00
2.981300000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.807128999999999763e+00,-1.555781000000000063e+02,-2.450585999999999842e+01,1.582968999999999937e+02,-2.399414000000000158e+01,1.410781000000000063e+02,-5.836914000000000158e+00,-8.567576999999999998e+01
2.993600000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.891601999999999784e+00,1.656562999999999874e+02,-2.453808000000000078e+01,9.213670999999999367e+01,-2.385058000000000078e+01,7.478516000000000474e+01,-5.770508000000000415e+00,-1.765859000000000094e+02
3.005900000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-5.238280999999999743e+00,1.257772999999999968e+02,-2.485839999999999961e+01,2.305565999999999960e+01,-2.411523000000000039e+01,6.076660000000000394e+00,-5.648926000000000336e+00,8.815233000000000629e+01
3.018200000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-5.426269999999999705e+00,8.604295999999999367e+01,-2.539160000000000039e+01,-4.279881999999999920e+01,-2.439648000000000039e+01,-6.092578000000000316e+01,-6.096680000000000099e+00,-6.142821999999999782e+00
3.030500000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-5.572265999999999941e+00,4.825780999999999921e+01,-2.522558000000000078e+01,-1.103632999999999953e+02,-2.455957000000000079e+01,-1.291875000000000000e+02,-6.246337999999999724e+00,-1.083789000000000016e+02
3.042800000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-5.270508000000000415e+00,1.107958999999999961e+01,-2.593750000000000000e+01,1.793515999999999906e+02,-2.523143999999999920e+01,1.616171999999999969e+02,-5.966308999999999862e+00,1.447890999999999906e+02
3.055100000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.764160000000000394e+00,-2.644433000000000078e+01,-2.675292999999999921e+01,1.164296999999999969e+02,-2.587500000000000000e+01,9.730858000000000629e+01,-5.637694999999999901e+00,5.417969000000000079e+01
3.067400000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.454833999999999961e+00,-6.467186999999999841e+01,-2.657226999999999961e+01,5.348241999999999763e+01,-2.596094000000000079e+01,3.316600999999999999e+01,-5.359375000000000000e+00,-3.110155999999999921e+01
3.079700000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.525635000000000296e+00,-1.023944999999999936e+02,-2.640428999999999959e+01,-1.498535000000000039e+01,-2.601464999999999961e+01,-3.410741999999999763e+01,-5.889648000000000216e+00,-1.253242000000000047e+02
3.092000000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.821289000000000158e+00,-1.381171999999999969e+02,-2.654297000000000040e+01,-8.192185999999999524e+01,-2.617188000000000159e+01,-1.003828000000000031e+02,-6.176269999999999705e+00,1.361093999999999937e+02
3.104300000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.932616999999999585e+00,-1.737968999999999937e+02,-2.642382999999999882e+01,-1.510781000000000063e+02,-2.619042999999999921e+01,-1.675312999999999874e+02,-5.692139000000000060e+00,3.631640000000000157e+01
3.116600000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.910155999999999743e+00,1.490078000000000031e+02,-2.702928999999999959e+01,1.392968999999999937e+02,-2.634863000000000000e+01,1.245507999999999953e+02,-6.003905999999999743e+00,-6.275780999999999921e+01
3.128900000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.861328000000000316e+00,1.098046999999999969e+02,-2.738183000000000078e+01,7.404686999999999841e+01,-2.647948999999999842e+01,5.677342999999999762e+01,-6.054931999999999981e+00,-1.592109000000000094e+02
3.141200000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.970703000000000316e+00,6.903125000000000000e+01,-2.755565999999999960e+01,5.866698999999999664e+00,-2.679393999999999920e+01,-1.174463000000000079e+01,-5.449219000000000257e+00,1.053983999999999952e+02
3.153500000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-5.044921999999999684e+00,3.069921000000000078e+01,-2.805565999999999960e+01,-6.030467999999999762e+01,-2.728027000000000157e+01,-7.835545999999999367e+01,-5.816894999999999705e+00,1.297461000000000020e+01
3.165800000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.943603999999999665e+00,-6.250000000000000000e+00,-2.805273000000000039e+01,-1.250936999999999983e+02,-2.737792999999999921e+01,-1.437265999999999906e+02,-6.320556999999999981e+00,-8.342576999999999998e+01
3.178100000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.653319999999999901e+00,-4.195313000000000159e+01,-2.806054999999999922e+01,1.650234000000000094e+02,-2.734766000000000119e+01,1.475937000000000126e+02,-5.991210999999999842e+00,1.696953000000000031e+02
3.190400000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.321776999999999980e+00,-7.802733999999999526e+01,-2.869629000000000119e+01,9.875780000000000314e+01,-2.789551000000000158e+01,7.913280000000000314e+01,-5.789306999999999981e+00,7.220703000000000316e+01
3.202700000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.318848000000000020e+00,-1.135468999999999937e+02,-2.865820000000000078e+01,3.434179000000000315e+01,-2.822266000000000119e+01,1.502344000000000079e+01,-5.907958999999999961e+00,-1.800976999999999961e+01
3.215000000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.373778999999999861e+00,-1.493359000000000094e+02,-2.829004000000000119e+01,-3.591210999999999842e+01,-2.798535000000000039e+01,-5.264453000000000316e+01,-6.252930000000000099e+00,-1.200352000000000032e+02
3.227300000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.539794999999999803e+00,1.746015999999999906e+02,-2.904980000000000118e+01,-1.080897999999999968e+02,-2.844530999999999921e+01,-1.244647999999999968e+02,-5.965576000000000434e+00,1.328125000000000000e+02
3.239600000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.756348000000000020e+00,1.368750000000000000e+02,-3.038280999999999921e+01,-1.736875000000000000e+02,-2.968750000000000000e+01,1.711328000000000031e+02,-5.516601999999999784e+00,4.272070000000000078e+01
3.251900000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.938476999999999784e+00,9.822655000000000314e+01,-3.072266000000000119e+01,1.270975999999999999e+02,-2.988672000000000040e+01,1.109414000000000016e+02,-5.403319999999999901e+00,-3.718164000000000158e+01
3.264200000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-5.056151999999999980e+00,5.990820000000000078e+01,-3.010547000000000040e+01,6.352734000000000236e+01,-2.915136000000000038e+01,4.582811999999999841e+01,-5.650146000000000335e+00,-1.250233999999999952e+02
3.276500000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.841308999999999862e+00,2.230858999999999881e+01,-2.984375000000000000e+01,-5.478271000000000335e+00,-2.897655999999999921e+01,-2.317089999999999961e+01,-6.514648000000000216e+00,1.308437999999999874e+02
3.288800000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.495116999999999585e+00,-1.475488000000000000e+01,-2.987596999999999881e+01,-7.432031000000000631e+01,-2.894042999999999921e+01,-9.355859999999999843e+01,-6.416991999999999585e+00,2.192577999999999960e+01
3.301100000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.202392999999999823e+00,-5.204102000000000317e+01,-3.032714999999999961e+01,-1.458281000000000063e+02,-2.957323999999999842e+01,-1.655312999999999874e+02,-5.808349999999999902e+00,-8.444920999999999367e+01
3.313400000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.226562999999999626e+00,-8.826171999999999684e+01,-3.166016000000000119e+01,1.477421999999999969e+02,-3.095799999999999841e+01,1.288359000000000094e+02,-5.756835999999999842e+00,-1.790389999999999873e+02
3.325700000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.367676000000000336e+00,-1.231641000000000048e+02,-3.225195000000000078e+01,9.057031999999999528e+01,-3.173924999999999841e+01,7.053905000000000314e+01,-5.267089999999999606e+00,1.012617000000000047e+02
3.338000000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.458739999999999704e+00,-1.575937999999999874e+02,-3.150488000000000000e+01,2.974608999999999881e+01,-3.127539000000000158e+01,1.250488000000000000e+01,-4.893798999999999566e+00,2.316016000000000119e+01
3.350300000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.387939000000000256e+00,1.657656000000000063e+02,-3.056250000000000000e+01,-3.603125000000000000e+01,-3.000585999999999842e+01,-5.099217999999999762e+01,-5.796387000000000178e+00,-6.208201999999999998e+01
3.362600000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.364989999999999704e+00,1.260585999999999984e+02,-2.920214999999999961e+01,-1.068475999999999999e+02,-2.843262000000000000e+01,-1.230430000000000064e+02,-7.250487999999999822e+00,-1.678828000000000031e+02
3.374900000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.516357000000000177e+00,8.401170999999999367e+01,-2.926269999999999882e+01,1.706406000000000063e+02,-2.822266000000000119e+01,1.547343999999999937e+02,-6.840332000000000079e+00,6.122655999999999921e+01
3.387200000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.788573999999999664e+00,4.402929000000000315e+01,-3.155176000000000158e+01,9.904685999999999524e+01,-3.040136000000000038e+01,8.069920999999999367e+01,-6.161864999999999704e+00,-4.774804000000000315e+01
3.399500000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.839599999999999902e+00,6.961181999999999981e+00,-3.293164000000000158e+01,3.912304000000000315e+01,-3.199803999999999959e+01,2.000195000000000078e+01,-5.409423999999999566e+00,-1.339921999999999969e+02
3.411800000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.602782999999999625e+00,-2.825585999999999842e+01,-3.325975999999999999e+01,-2.110254000000000119e+01,-3.242578000000000316e+01,-3.960155999999999921e+01,-4.882323999999999664e+00,1.434687000000000126e+02
3.424100000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.193359000000000059e+00,-6.306250000000000000e+01,-3.318945000000000078e+01,-7.980468999999999369e+01,-3.226366999999999763e+01,-9.989843000000000472e+01,-5.346680000000000099e+00,6.327147999999999683e+01
3.436400000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-3.882813000000000070e+00,-9.886328000000000316e+01,-3.190429999999999922e+01,-1.411796999999999969e+02,-3.140625000000000000e+01,-1.616953000000000031e+02,-6.166015999999999941e+00,-2.231250000000000000e+01
3.448700000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-3.867065000000000197e+00,-1.363437000000000126e+02,-3.036914000000000158e+01,1.445468999999999937e+02,-3.011230000000000118e+01,1.264063000000000017e+02,-6.579589999999999606e+00,-1.326328000000000031e+02
3.461000000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.115234000000000059e+00,-1.740312999999999874e+02,-3.116796000000000078e+01,6.659373999999999683e+01,-3.073827999999999960e+01,4.972655999999999921e+01,-6.330810999999999744e+00,1.118242000000000047e+02
3.473300000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.425780999999999743e+00,1.472578000000000031e+02,-3.245311999999999841e+01,-9.201049999999999507e-02,-3.190332000000000079e+01,-1.554443000000000019e+01,-5.785155999999999743e+00,1.867676000000000158e+01
3.485600000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.649901999999999980e+00,1.081835999999999984e+02,-3.284960999999999842e+01,-6.383789000000000158e+01,-3.205469000000000079e+01,-7.901171999999999684e+01,-5.388916000000000039e+00,-6.898828000000000316e+01
3.497900000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.693114999999999704e+00,6.909373999999999683e+01,-3.315625000000000000e+01,-1.283984000000000094e+02,-3.210938000000000159e+01,-1.454765999999999906e+02,-5.541260000000000296e+00,-1.600546999999999969e+02
3.510200000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.510985999999999940e+00,3.033105000000000118e+01,-3.335741999999999763e+01,1.688203000000000031e+02,-3.235155999999999921e+01,1.504765999999999906e+02,-5.899169999999999803e+00,1.103593999999999937e+02
3.522500000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-4.301269999999999705e+00,-7.579346000000000139e+00,-3.266405999999999921e+01,1.050546999999999969e+02,-3.184765000000000157e+01,8.616405000000000314e+01,-6.024657999999999625e+00,1.741308000000000078e+01
